name_nm,status_ky,last_upd_src_sys_ky,error_flag_in,participant_no,change_ind,date_of_birth,date_of_death,channelset_ky,talent_type_ky,preferred_flag,isni,language_ky
Nikolaj Georgiew,R,1,,404970,1.0,,,,1.0,N,,21.0
Jeminesse Smith,R,1,,474678,1.0,,,,1.0,N,,21.0
Chicco Minonzio,R,1,,781500,1.0,,,,1.0,N,,21.0
113,R,1,,724145,1.0,,,,15.0,Y,,21.0
Mark Wright,R,1,,44363,1.0,,,,1.0,N,,21.0
Pablo Arraya,R,1,,310693,1.0,,,,1.0,N,,21.0
Maurice White,R,1,,47547,1.0,,,,1.0,Y,,21.0
Dadi Beaudrum,R,1,,566476,1.0,,,,1.0,N,,21.0
August Moon,R,1,,87806,1.0,,,,1.0,N,,21.0
Nicholas Cords,R,1,,454325,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Mary J. Blige,R,1,,885316,1.0,,,,16.0,N,,21.0
Slimm Jim,R,1,,473949,1.0,,,,1.0,N,,21.0
Renel Duplessis,R,1,,420898,1.0,,,,1.0,N,,21.0
DaXun Zhang,R,1,,506012,1.0,,,,1.0,N,,21.0
Chris Carmouche,R,1,,326818,1.0,,,,1.0,N,,21.0
Ian Devaney,R,1,,55259,1.0,,,,1.0,N,,21.0
Tony Pujia,R,1,,335692,1.0,,,,1.0,N,,21.0
Curtis Gomes,R,1,,789110,1.0,,,,1.0,N,,21.0
Nija Battle,R,1,,67750,1.0,,,,1.0,N,,21.0
Manu Key,R,1,,808732,1.0,,,,1.0,Y,,21.0
Mauro Muñoz,R,1,,478751,1.0,,,,1.0,N,,21.0
John Rich,R,1,,948009,1.0,,,,1.0,N,,21.0
Ralf Strathmann,R,1,,636174,1.0,,,,1.0,N,,21.0
Small World,R,1,,561015,1.0,,,,15.0,N,,21.0
Paul DiGiovanni,R,1,,793941,1.0,,,,1.0,N,,21.0
Willie Beck,R,1,,595110,1.0,,,,1.0,N,,21.0
Mckinley Odom,R,1,,498211,1.0,,,,1.0,N,,21.0
Mehdi Favéris-Essadi,R,1,,657851,1.0,1977-01-20 00:00:00,2011-09-13 00:00:00,,1.0,N,,21.0
Brad Adkins,R,1,,945731,1.0,,,,1.0,N,,21.0
Patrick Douthit,R,1,,450303,1.0,,,,1.0,N,,21.0
Sunflower,R,1,,85888,1.0,,,,1.0,N,,21.0
Hope Harris,R,1,,364165,1.0,,,,1.0,N,,21.0
Dadi Beauburn,R,1,,561016,1.0,,,,1.0,N,,21.0
Renel Duplesis,R,1,,465728,1.0,,,,1.0,N,,21.0
Daniel Rozenberg,R,1,,777299,1.0,,,,1.0,N,,21.0
Erick Sermon,R,1,,68466,1.0,,,,1.0,Y,,21.0
John Hadfield,R,1,,1024452,1.0,,,,1.0,N,,21.0
Poo Bear,R,1,,473950,1.0,1979-09-04 00:00:00,,,1.0,N,,21.0
NSI Espionnage,R,1,,573561,1.0,,,,1.0,N,,21.0
Robert Mellin,R,1,,68764,1.0,,,,1.0,N,,21.0
Jason Boyd,R,1,,808895,1.0,1979-09-04 00:00:00,,,1.0,N,,21.0
Clarice Assad,R,1,,1024499,1.0,,,,1.0,N,,21.0
Kim Tribble,R,1,,82174,1.0,,,,1.0,N,,21.0
Jason Aldean,R,1,,615064,1.0,,,,1.0,N,,21.0
Big Kenny,R,1,,378404,1.0,,,,1.0,N,,21.0
Richard King,R,1,,399063,1.0,,,,1.0,N,,21.0
Renee Fleming,R,1,,480134,1.0,,,,1.0,Y,,21.0
Michael Sarkissian,R,1,,787644,1.0,,,,1.0,N,,21.0
Mark Medlock,R,1,,947926,1.0,,,,1.0,N,,21.0
Mac Morin,R,1,,1024504,1.0,,,,1.0,N,,21.0
Greg Tharp,R,1,,787762,1.0,,,,1.0,N,,21.0
Chris Martin,R,1,,50331,1.0,,,,1.0,N,,21.0
Third Day,R,1,,95271,1.0,,,,15.0,N,,21.0
Marc Beeson,R,1,,57474,1.0,,,,1.0,N,,21.0
Mary J. Blige,R,1,,53631,1.0,,,,1.0,N,,21.0
Marta Cook,R,1,,1024507,1.0,,,,1.0,N,,21.0
Vincent Herbert,R,1,,60019,1.0,,,,1.0,N,,21.0
Jonathan Gandelsman,R,1,,506011,1.0,,,,1.0,N,,21.0
David Gilmour,R,1,,68234,1.0,,,,1.0,Y,,21.0
Joseph McIntyre,R,1,,414796,1.0,,,,1.0,N,,21.0
Max Richter,R,1,,810658,1.0,,,,1.0,N,,21.0
Carlos Ariel Peralta,R,1,,1064256,1.0,,,,1.0,N,,21.0
Wu Man,R,1,,686610,1.0,,,,1.0,N,,21.0
Rory Dodd,R,1,,207957,1.0,,,,1.0,N,,21.0
The Vancouver Mafia,R,1,,1080477,1.0,,,,15.0,N,,21.0
Kojiro Umezaki,R,1,,834885,1.0,,,,1.0,N,,21.0
Sebastian Thott,R,1,,440234,1.0,,,,1.0,N,,21.0
Carolina Assad,R,1,,1024502,1.0,,,,1.0,N,,21.0
Victor Prieto,R,1,,1024449,1.0,,,,1.0,N,,21.0
Sérgio Assad,R,1,,1024531,1.0,,,,1.0,N,,21.0
Filipe Duarte,R,1,,581771,1.0,,,,1.0,N,,21.0
Kenny Rogers,R,1,,8592,1.0,,,,1.0,Y,,21.0
Tat Tong,R,1,,1312756,1.0,,,,1.0,N,,21.0
Linda Albert,R,1,,609505,1.0,,,,1.0,N,,21.0
J.D. Blair,R,1,,1024505,1.0,,,,1.0,N,,21.0
Darren Grant,R,1,,220412,1.0,,,,1.0,N,,21.0
Trace Dempsey Cyrus,R,1,,960558,1.0,,,,1.0,N,,21.0
The Swaggernautz,R,1,,1538793,1.0,,,,1.0,N,,21.0
African American Spiritual,R,1,,749683,1.0,,,,1.0,N,,21.0
Pharoahe Monch,R,1,,226455,1.0,,,,1.0,Y,,21.0
Maurice Jarre,R,1,,65364,1.0,,,,1.0,N,,21.0
Christian Gmeiner,R,1,,1407969,1.0,,,,1.0,N,,21.0
A. Corsi,R,1,,781502,1.0,,,,1.0,N,,21.0
Marcos Masis,R,1,,1061302,1.0,,,,1.0,N,,21.0
The Dro1dz,R,1,,1538794,1.0,,,,1.0,N,,21.0
Paquito D'Rivera,R,1,,46603,1.0,,,,1.0,Y,,21.0
David Carr,R,1,,266155,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Kenny Rogers & Pharoahe Monch,R,1,,2075818,1.0,,,,16.0,N,,21.0
Donald Schlitz,R,1,,592011,1.0,,,,1.0,N,,21.0
Lisa Stansfield,R,1,,9689,1.0,,,,1.0,N,,21.0
Andrés Saavedra,R,1,,1067879,1.0,,,,1.0,N,,21.0
Mello,R,1,,265221,1.0,,,,1.0,N,,21.0
Henning Kasten,R,1,,743489,1.0,,,,1.0,N,,21.0
Vinicius Romero,R,1,,2060144,1.0,,,,1.0,N,,21.0
Carsten Heller,R,1,,787808,1.0,,,,1.0,N,,21.0
Johann Gmachl,R,1,,1124658,1.0,,,,1.0,N,,21.0
The Swaggernautz & The Dro1dz,R,1,,1485282,1.0,,,,16.0,N,,21.0
Marcos Leite,R,1,,1024533,1.0,,,,1.0,N,,21.0
Francisco Santofimio,R,1,,1588057,1.0,,,,1.0,N,,21.0
Jenna Rosher,R,1,,482244,1.0,,,,1.0,N,,21.0
Mason Musso,R,1,,960559,1.0,,,,1.0,Y,,21.0
Lenny B,R,1,,143382,1.0,,,,1.0,N,,21.0
Felipe Tichauer,R,1,,215860,1.0,,,,1.0,N,,21.0
Kelendria Rowland,R,1,,210102,1.0,,,,1.0,N,,21.0
Danger,R,1,,508650,1.0,,,,1.0,N,,21.0
Francis Lawrence,R,1,,288294,1.0,,,,1.0,N,,21.0
Metro Station,R,1,,960557,1.0,,,,15.0,Y,,21.0
MB2,R,1,,1218367,1.0,,,,1.0,N,,21.0
Rudolf Sieczynski,R,1,,214605,1.0,1879-02-23 00:00:00,1952-05-05 00:00:00,,1.0,N,,21.0
Johntá Austin,R,1,,434319,1.0,1980-06-28 00:00:00,,,1.0,N,,21.0
Cory Griffin,R,1,,361514,1.0,,,,1.0,N,,21.0
Marshall Jones,R,1,,55770,1.0,,,,1.0,N,,21.0
Will Champion,R,1,,354326,1.0,,,,1.0,N,,21.0
Gregory Davidson,R,1,,814219,1.0,,,,1.0,N,,21.0
Shawn Carter,R,1,,73235,1.0,,,,1.0,N,,21.0
Tommy La Verdi,R,1,,245459,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Youssou N' Dour & MB2,R,1,,886619,1.0,,,,16.0,N,,21.0
Michael Render,R,1,,224999,1.0,,,,1.0,N,,21.0
Eicca Toppinen,R,1,,245355,1.0,,,,1.0,N,,21.0
Chad Brock,R,1,,293274,1.0,,,,1.0,N,,21.0
Jules Massenet,R,1,,29901,1.0,,1912-01-01 00:00:00,,1.0,N,,21.0
Bryan Barber,R,1,,292353,1.0,,,,1.0,N,,21.0
Diana Krall,R,1,,72968,1.0,,,,1.0,N,,21.0
Joshua Lunetta,R,1,,420901,1.0,,,,1.0,N,,21.0
Gary Fly,R,1,,593016,1.0,,,,1.0,N,,21.0
Tracy McChesney,R,1,,1096069,1.0,,,,1.0,N,,21.0
Horacio Palencia,R,1,,1044627,1.0,,,,1.0,N,,21.0
Anthony Edward Improgo,R,1,,960561,1.0,,,,1.0,Y,,21.0
Tainy,R,1,,1270206,1.0,1989-08-09 00:00:00,,,1.0,N,,21.0
Cristina Pato,R,1,,1024446,1.0,,,,1.0,N,,21.0
Brian Garten,R,1,,996204,1.0,,,,1.0,N,,21.0
T.I.,R,1,,247838,1.0,,,,1.0,Y,,21.0
Darius & Finlay,R,1,,1047777,1.0,,,,15.0,N,,21.0
Jeff Stevens,R,1,,78039,1.0,,,,1.0,N,,21.0
Joanne Oriti,R,1,,1091938,1.0,,,,1.0,N,,21.0
Don Was,R,1,,67731,1.0,,,,1.0,N,,21.0
Joseph Gramley,R,1,,454303,1.0,,,,1.0,N,,21.0
Drea Young,R,1,,1081470,1.0,,,,1.0,N,,21.0
Cyril Atef,R,1,,462430,1.0,,,,1.0,Y,,21.0
Lisa Mann,R,1,,963991,1.0,,,,1.0,N,,21.0
Bonnie Linder,R,1,,1096068,1.0,,,,1.0,N,,21.0
Blossom Dearie,R,1,,2399,1.0,1924-04-28 00:00:00,2009-02-07 00:00:00,,1.0,N,,21.0
LaShawn Daniels,R,1,,329127,1.0,,,,1.0,N,,21.0
Farel Jean,R,1,,327968,1.0,,,,1.0,N,,21.0
Nicco,R,1,,1101122,1.0,,,,1.0,N,,21.0
Lil' Wayne,R,1,,247861,1.0,,,,1.0,N,,21.0
Jason Mlodzinski,R,1,,313118,1.0,,,,1.0,N,,21.0
Angelina Assad,R,1,,1024500,1.0,,,,1.0,N,,21.0
Dan Shea,R,1,,125476,1.0,,,,1.0,Y,,21.0
Felipe Lima,R,1,,1111019,1.0,,,,1.0,N,,21.0
Alon Yavnai,R,1,,571068,1.0,,,,1.0,N,,21.0
Sandy Wright,R,1,,1096076,1.0,,,,1.0,N,,21.0
Fabrício Fafá,R,1,,1706301,1.0,,,,1.0,N,,21.0
Samuel Barnes,R,1,,288191,1.0,,,,1.0,N,,21.0
Destiny's Child feat. T.I. and Lil Wayne,R,1,,884434,1.0,,,,16.0,N,,21.0
Jean Marie Horvat,R,1,,402572,1.0,,,,1.0,N,,21.0
Darius & Finlay feat. Nicco,R,1,,1090388,1.0,,,,16.0,N,,21.0
Jake Shimabukuro,R,1,,745012,1.0,,,,1.0,N,,21.0
Izo,R,1,,404348,1.0,,,,1.0,N,,21.0
Mark Suter,R,1,,454304,1.0,,,,1.0,N,,21.0
Philip Glass,R,1,,3799,1.0,1937-01-31 00:00:00,,,1.0,Y,,21.0
Patricia Carli,R,1,,140933,1.0,1938-03-12 00:00:00,,,1.0,Y,,21.0
Amanda Fox,R,1,,787801,1.0,,,,1.0,N,,21.0
Ciarra Pardo,R,1,,726957,1.0,,,,1.0,N,,21.0
Stephen Prutsman,R,1,,454322,1.0,,,,1.0,N,,21.0
Aric Rosenberg,R,1,,673997,1.0,,,,1.0,N,,21.0
Juan Carlos Moguel,R,1,,1042718,1.0,,,,1.0,N,,21.0
Mauricio Montaner,R,1,,1206055,1.0,,,,1.0,N,,21.0
Troy Jamerson (Pharoahe Monch),R,1,,645840,1.0,,,,1.0,N,,21.0
Daniel Taborda,R,1,,1197680,1.0,,,,1.0,N,,21.0
"Jeremiah ""The Kid"" Edmonds",R,1,,473953,1.0,,,,1.0,N,,21.0
Georgij Makazaria,R,1,,205691,1.0,,,,1.0,Y,,21.0
Ana Diaz,R,1,,1182122,1.0,,,,1.0,N,,21.0
Debra Killings,R,1,,75128,1.0,,,,1.0,N,,21.0
Andrew Schmidt,R,1,,301020,1.0,,,,1.0,N,,21.0
Jim Collins,R,1,,134752,1.0,,,,1.0,N,,21.0
You-Young Kim,R,1,,1034164,1.0,,,,1.0,N,,21.0
Calvin Gaines,R,1,,164134,1.0,,,,1.0,N,,21.0
Ricky Walters,R,1,,131850,1.0,,,,1.0,N,,21.0
Joan Kuehn,R,1,,1096067,1.0,,,,1.0,N,,21.0
Ray Rizzo,R,1,,1024466,1.0,,,,1.0,N,,21.0
Emmerich Kálmán,R,1,,5230,1.0,1882-10-24 00:00:00,1953-10-30 00:00:00,,1.0,N,,21.0
Vladimir Martynov,R,1,,1425518,1.0,,,,1.0,N,,21.0
Amy Heitland,R,1,,1096062,1.0,,,,1.0,N,,21.0
Sebastian Knauer,R,1,,723996,1.0,,,,1.0,N,,21.0
Poke and Tone,R,1,,210316,1.0,,,,15.0,Y,,21.0
Ingrid Daniel,R,1,,1096056,1.0,,,,1.0,N,,21.0
Timothy Healy,R,1,,960560,1.0,,,,1.0,Y,,21.0
Mark Feist,R,1,,470943,1.0,,,,1.0,N,,21.0
Ivy Li,R,1,,1944229,1.0,,,,1.0,N,,21.0
Aloha From Hell,R,1,,980693,1.0,,,,15.0,N,,21.0
Tim Nichols,R,1,,44048,1.0,,,,1.0,N,,21.0
Víctor Delgado,R,1,,1104247,1.0,,,,1.0,N,,21.0
Jeff Villanueva,R,1,,787755,1.0,,,,1.0,N,,21.0
Youssou N'Dour,R,1,,7124,1.0,,,,1.0,N,,21.0
Adele Di Palma,R,1,,781499,1.0,,,,1.0,N,,21.0
William (Bear) Rinehart,R,1,,1125359,1.0,,,,1.0,N,,21.0
Konstantin Gropper,R,1,,1111271,1.0,,,,1.0,N,,21.0
Dave O'Donnell,R,1,,845439,1.0,,,,1.0,N,,21.0
Richard Owens,R,1,,226365,1.0,,,,1.0,N,,21.0
Rafael Rodríguez,R,1,,660945,1.0,,,,1.0,N,,21.0
Wu Tong,R,1,,454310,1.0,,,,99.0,N,,21.0
Michael McCoy,R,1,,158460,1.0,,,,1.0,N,,21.0
Yoel Henríquez,R,1,,470467,1.0,,,,1.0,N,,21.0
Jerome Kern,R,1,,27251,1.0,1885-01-27 00:00:00,1945-11-11 00:00:00,,1.0,Y,,21.0
Edgardo Antonio Miranda Beiro,R,1,,1588061,1.0,,,,1.0,N,,21.0
Alan Walker,R,1,,1469482,1.0,,,,1.0,N,,21.0
Felix G. Ortiz Torres,R,1,,1588060,1.0,,,,1.0,N,,21.0
Mrs. Greenbird,R,1,,1229767,1.0,,,,15.0,N,,21.0
Josh Gudwin,R,1,,1047443,1.0,,,,1.0,N,,21.0
Eirik Johansen,R,1,,1496514,1.0,,,,1.0,N,,21.0
Ricardo Montaner,R,1,,934815,1.0,,,,1.0,Y,,21.0
HIM,R,1,,96177,1.0,,,,15.0,N,,21.0
Alan Smithee,R,1,,474982,1.0,,,,1.0,N,,21.0
Bart Pursley,R,1,,138885,1.0,,,,1.0,N,,21.0
Rob Dietz,R,1,,1503529,1.0,,,,1.0,N,,21.0
Caroline Taylor,R,1,,1028660,1.0,,,,1.0,N,,21.0
Edgar Meyer,R,1,,59994,1.0,,,,1.0,Y,,21.0
Dieter Bohlen,R,1,,16582,1.0,,,,1.0,N,,21.0
Blake Healy,R,1,,970556,1.0,,,,1.0,N,,21.0
Beyoncé Knowles,R,1,,210101,1.0,,,,1.0,N,,21.0
Whitney Houston,R,1,,4632,1.0,,,,1.0,Y,,21.0
Luigi Creatore,R,1,,19203,1.0,,,,1.0,N,,21.0
Jason Finkel,R,1,,326453,1.0,,,,1.0,N,,21.0
Mercedes Pieretti,R,1,,1654953,1.0,,,,1.0,N,,21.0
Thomas Schobel,R,1,,74778,1.0,,,,1.0,N,,21.0
Erik Hjelmstad,R,1,,1096064,1.0,,,,1.0,N,,21.0
Úrsula Sofía Reyes Piñeyro,R,1,,1897149,1.0,,,,1.0,N,,23.0
Brian Springer,R,1,,172450,1.0,,,,1.0,N,,21.0
Wyclef Jean feat. Whitney Houston,R,1,,2075822,1.0,,,,16.0,N,,21.0
Julian le Play,R,1,,1204570,1.0,,,,1.0,N,,21.0
Karl Jenkins,R,1,,142732,1.0,1944-02-17 00:00:00,,,1.0,Y,,21.0
Richard Ledesma,R,1,,1731546,1.0,,,,1.0,N,,21.0
Brian Howes,R,1,,223552,1.0,,,,1.0,N,,21.0
Maria Gadú,R,1,,1094837,1.0,,,,1.0,N,,21.0
Killer Mike,R,1,,705739,1.0,,,,1.0,Y,,21.0
Vadim Canby,R,1,,301018,1.0,,,,1.0,N,,21.0
Tommy Mottola,R,1,,391813,1.0,,,,1.0,Y,,21.0
Vue,R,1,,300420,1.0,,,,15.0,N,,21.0
Omar Martinez,R,1,,431534,1.0,,,,1.0,N,,21.0
Duvalier Alberto Torres,R,1,,1869122,1.0,,,,1.0,N,,23.0
Ramin Djawadi,R,1,,947373,1.0,,,,1.0,N,,21.0
Falco feat. Gianna Nannini & Julian le Play,R,1,,1659502,1.0,,,,16.0,N,,21.0
Dan Bucchi,R,1,,292434,1.0,,,,1.0,N,,21.0
ORF,R,1,,218131,1.0,,,,1.0,N,,21.0
Kimberly DeLine,R,1,,1096057,1.0,,,,1.0,N,,21.0
Jota Quest feat. Maria Gadú,R,1,,1367561,1.0,,,,16.0,N,,21.0
Víctor Viera Moore,R,1,,1190458,1.0,,,,1.0,N,,21.0
Marco Masis,R,1,,778559,1.0,1989-08-09 00:00:00,,,1.0,N,,21.0
JD Andrew,R,1,,262718,1.0,,,,1.0,N,,21.0
The Rock,R,1,,465727,1.0,,,,1.0,N,,21.0
Mayra Del Valle,R,1,,1736683,1.0,,,,1.0,N,,21.0
Donauinsel Tribute-Stars,R,1,,1660013,1.0,,,,15.0,N,,21.0
George Harrison,R,1,,24765,1.0,,,,1.0,N,,21.0
William Maragh,R,1,,305676,1.0,,,,1.0,Y,,21.0
Jonny Buckland,R,1,,260890,1.0,1977-09-11 00:00:00,,,1.0,N,,21.0
Myke Towers,R,1,,1771783,1.0,,,,1.0,N,,21.0
Jakob Hazell,R,1,,1114364,1.0,,,,1.0,N,,21.0
Patrick A. Ingunza,R,1,,1502064,1.0,,,,1.0,N,,21.0
Urbani Mota,R,1,,1280747,1.0,,,,1.0,N,,21.0
Clifford Harris,R,1,,303800,1.0,1980-09-25 00:00:00,,,1.0,N,,21.0
Pavel Ocampo,R,1,,1642021,1.0,,,,1.0,N,,21.0
Ted Nugent,R,1,,59277,1.0,,,,1.0,Y,,21.0
Falco feat. Donauinsel Tribute-Stars,R,1,,1661180,1.0,,,,16.0,N,,21.0
Thalia & Myke Towers,R,1,,1878926,1.0,,,,16.0,N,,21.0
Carlo deRosa,R,1,,1024451,1.0,,,,1.0,N,,21.0
Jeff Moses,R,1,,289295,1.0,,,,1.0,N,,21.0
Taffy Danoff,R,1,,362700,1.0,,,,1.0,N,,21.0
Eddie Robinson,R,1,,99974,1.0,,,,1.0,N,,21.0
Luigi Castillo,R,1,,1215184,1.0,,,,1.0,N,,21.0
Juan Pablo Ramirez Builes,R,1,,1939595,1.0,,,,1.0,N,,21.0
Siamak Aghaei,R,1,,849889,1.0,,,,1.0,N,,21.0
Chris Botti,R,1,,73318,1.0,,,,1.0,Y,,21.0
Badi Assad,R,1,,892809,1.0,,,,1.0,N,,21.0
Hiro Tahara,R,1,,689255,1.0,,,,1.0,N,,21.0
Michael Olmo,R,1,,1814943,1.0,,,,1.0,N,,21.0
J. Hill,R,1,,225184,1.0,,,,1.0,N,,21.0
Sluggo,R,1,,799180,1.0,,,,1.0,N,,21.0
Mohombi Moupondo,R,1,,1129693,1.0,,,,1.0,N,,21.0
Angela Beyince,R,1,,356286,1.0,,,,1.0,N,,21.0
Chris Gehringer,R,1,,147238,1.0,,,,1.0,N,,21.0
Steve McRay,R,1,,413719,1.0,,,,1.0,N,,21.0
Spoken Word,R,1,,400613,1.0,,,,1.0,N,,21.0
Varshini Soobiah,R,1,,689256,1.0,,,,1.0,N,,21.0
Ville Valo,R,1,,135428,1.0,,,,1.0,N,,21.0
Daleplay,R,1,,1504969,1.0,,,,1.0,N,,21.0
Charlie Huhn,R,1,,413721,1.0,,,,1.0,N,,21.0
Sarah Nücken,R,1,,1232500,1.0,,,,1.0,N,,21.0
Fred Cheng,R,1,,1754433,1.0,,,,1.0,N,,21.0
Barry Gibb,R,1,,23407,1.0,1946-09-01 00:00:00,,,1.0,Y,,21.0
Cloud Chen,R,1,,1907255,1.0,,,,1.0,N,,21.0
Jerry Duplessis,R,1,,403226,1.0,,,,1.0,N,,21.0
"Wyclef Jean  feat. James Bean, Hiro Tahara, and Varshini Soobiah",R,1,,2075817,1.0,,,,16.0,N,,21.0
Trauffer,R,1,,1469777,1.0,,,,1.0,N,,32.0
Vivien Bauernschmidt,R,1,,1009718,1.0,,,,1.0,N,,21.0
Rose Weaver,R,1,,789079,1.0,,,,1.0,N,,21.0
Ana Milva Gomes,R,1,,1329286,1.0,,,,1.0,N,,21.0
Santiago Castillo,R,1,,1215183,1.0,,,,1.0,N,,21.0
thasup,R,1,,1655575,1.0,,,,1.0,N,,21.0
Mike Bozzi,R,1,,1386099,1.0,,,,1.0,N,,21.0
Beyoncé,R,1,,329111,1.0,,,,1.0,Y,,21.0
Marvin Pierce,R,1,,300098,1.0,,,,1.0,N,,21.0
Orlando Calzada,R,1,,274617,1.0,,,,1.0,N,,21.0
Redd,R,1,,991115,1.0,,,,1.0,N,,21.0
"Cory ""Danger"" Griffin",R,1,,506682,1.0,,,,1.0,N,,21.0
Tyrone Thomas,R,1,,87805,1.0,,,,1.0,N,,21.0
Hugo Peretti,R,1,,33138,1.0,,,,1.0,N,,21.0
Michelle Williams,R,1,,136090,1.0,,,,1.0,Y,,21.0
Drew Sarich,R,1,,242573,1.0,,,,1.0,N,,21.0
Evan Berard,R,1,,1503527,1.0,,,,1.0,N,,21.0
Luciano De Crescenzo,R,1,,261114,1.0,,,,1.0,N,,21.0
MB 2,R,1,,566475,1.0,,,,1.0,N,,21.0
Farina Pao Paucar Franco,R,1,,1700561,1.0,,,,1.0,N,,21.0
David Lai,R,1,,469348,1.0,,,,1.0,N,,21.0
Alain Cure,R,1,,796590,1.0,,,,1.0,N,,21.0
George David Weiss,R,1,,60060,1.0,1921-04-09 00:00:00,2010-08-23 00:00:00,,1.0,N,,21.0
Pedikis Horodia,R,1,,1291752,1.0,,,,1.0,N,,21.0
Blasorchester der Musikschule Deutsch-Wagram,R,1,,1659527,1.0,,,,15.0,N,,21.0
Siamak Jahangiry,R,1,,914454,1.0,,,,1.0,N,,21.0
Armando Ávila,R,1,,301886,1.0,,,,1.0,N,,21.0
Omega Vibes with Pedikis Horodia,R,1,,810884,1.0,,,,16.0,N,,21.0
Latavia M. Roberson,R,1,,831184,1.0,,,,1.0,Y,,21.0
Ryan Adam Cantu,R,1,,1867929,1.0,,,,1.0,N,,21.0
Luis Salazar,R,1,,1427878,1.0,,,,1.0,N,,21.0
Abel Garibaldi,R,1,,211682,1.0,,,,1.0,N,,21.0
Casper,R,1,,1141257,1.0,,,,1.0,N,,21.0
Johannes Krisch,R,1,,376062,1.0,,,,1.0,N,,21.0
Tom Werman,R,1,,144427,1.0,,,,1.0,Y,,21.0
Dimitris Panopoulos,R,1,,440725,1.0,,,,1.0,N,,21.0
"Falco feat. Ana Milva Gomes, Drew Sarich & Blasorchester der Musikschule Deutsch-Wagram",R,1,,1659528,1.0,,,,16.0,N,,21.0
Apocalyptica,R,1,,223797,1.0,,,,15.0,N,,21.0
Judith Buendía,R,1,,1895643,1.0,,,,1.0,N,,23.0
Douglas Lacerda,R,1,,820539,1.0,,,,1.0,N,,21.0
Robert Fusari,R,1,,164133,1.0,,,,1.0,N,,21.0
Anthony Improgo,R,1,,968999,1.0,,,,1.0,N,,21.0
Eva Tselidou,R,1,,446314,1.0,,,,1.0,N,,21.0
Tarek Leitner,R,1,,1659525,1.0,,,,1.0,N,,21.0
Roman Gregory,R,1,,160186,1.0,,,,1.0,N,,21.0
Clarence Satchell,R,1,,84201,1.0,1940-04-15 00:00:00,1995-12-30 00:00:00,,1.0,N,,21.0
Marie Antoinette,R,1,,422021,1.0,,,,1.0,Y,,21.0
Rich Travali,R,1,,131456,1.0,,,,1.0,N,,21.0
KBeaZy,R,1,,1767297,1.0,,,,1.0,N,,21.0
Carter Beauford,R,1,,77184,1.0,,,,1.0,N,,21.0
Arnold McCuller,R,1,,211946,1.0,,,,1.0,N,,21.0
Jan Heinemann,R,1,,973941,1.0,,,,1.0,N,,21.0
Omega Vibes,R,1,,377494,1.0,,,,15.0,Y,,21.0
Josh Forbes,R,1,,994575,1.0,,,,1.0,N,,21.0
Felix Heldt,R,1,,1361385,1.0,,,,1.0,N,,21.0
Falco feat. Johannes Krisch & Tarek Leitner,R,1,,1659524,1.0,,,,16.0,N,,21.0
Roger Waters,R,1,,40579,1.0,,,,1.0,Y,,21.0
Falco feat. Roman Gregory,R,1,,1661179,1.0,,,,16.0,N,,21.0
April Hie,R,1,,789097,1.0,,,,1.0,N,,21.0
Stefan Lessard,R,1,,169659,1.0,,,,1.0,N,,21.0
Darian Emory,R,1,,167446,1.0,,,,1.0,N,,21.0
Bryan Coisne,R,1,,975800,1.0,,,,1.0,N,,21.0
Matias Da Rocha,R,1,,85542,1.0,,,,1.0,N,,21.0
Walter Afanasieff,R,1,,14123,1.0,1958-02-10 00:00:00,,,1.0,Y,,21.0
Marc A. Trauffer,R,1,,1472226,1.0,,,,1.0,N,,21.0
Sean Gould,R,1,,970552,1.0,,,,1.0,N,,21.0
"Wyclef Jean feat. Supreme C, Marie Antoinette & Hope",R,1,,886677,1.0,,,,16.0,N,,21.0
David J. Matthews,R,1,,56030,1.0,,,,1.0,N,,21.0
Shawn Jarrett,R,1,,1535259,1.0,,,,1.0,N,,21.0
Justin Benoliel,R,1,,997848,1.0,,,,1.0,N,,21.0
Klebin,R,1,,1986894,1.0,,,,1.0,N,,21.0
Alejandro Reglero,R,1,,1739162,1.0,,,,1.0,N,,21.0
JR Hitmaker,R,1,,1767477,1.0,,,,1.0,N,,21.0
Bryan Donahue,R,1,,793940,1.0,,,,1.0,N,,21.0
Rodrigo Melim,R,1,,1675101,1.0,,,,1.0,N,,21.0
LeRoi Moore,R,1,,77183,1.0,,,,1.0,N,,21.0
Latavia Roberson,R,1,,455529,1.0,,,,1.0,N,,21.0
Douglas Javier Villasmil Tovar,R,1,,1937750,1.0,,,,1.0,N,,21.0
Elias Latrou,R,1,,1901952,1.0,,,,1.0,N,,21.0
Donna Perillo,R,1,,420899,1.0,,,,1.0,N,,21.0
Albert Hype,R,1,,1878927,1.0,,,,1.0,N,,21.0
Jazze Pha,R,1,,427415,1.0,,,,1.0,N,,21.0
Rob Bolland,R,1,,16619,1.0,,,,1.0,N,,21.0
David Reitzas,R,1,,175322,1.0,,,,1.0,N,,21.0
Boyd Tinsley,R,1,,94299,1.0,,,,1.0,N,,21.0
Indochine,R,1,,4774,1.0,,,,15.0,Y,,21.0
Stephen Marcussen,R,1,,165495,1.0,,,,1.0,N,,21.0
